mti,processingCode,transactionAmount,dateTimeTransaction,cardholderBillingConversionRate,stan,timeLocalTransaction,dateLocalTransaction,expiryDate,conversionDate,merchantCategoryCode,posEntryMode,acquiringInstitutionCode,forwardingInstitutionCode,rrn,cardAcceptorTerminalId,cardAcceptorId,cardAcceptorNameLocation,cardBalance,additionalData48,transactionCurrencyCode,cardholderBillingCurrencyCode,posDataCode,originalDataElement,channel,encryptedPan,network,dcc,kitNo,factorOfAuthorization,authenticationScore,contactless,international,preValidated,enhancedLimitWhiteListing,transactionOrigin,transactionType,isExternalAuth,encryptedHexCardNo,isTokenized,entityId,moneySendTxn,mcRefundTxn,mpqrtxn,authorisationStatus,latitude,longitude
18,31,2,1947-06-07 06:31:06.007109,36,21,40,96,87,59,67,33,25,8,53,50,91,7,2,15,87,10,1,54,22,96,10,50,99,88,5,92,31,82,12,55,12,87,97,39,86,77,63,43,48,2.2548323271950466,17.930590354575543
59,30,41,2003-11-20 10:04:23.009282,1,9,5,54,55,63,2,71,65,84,87,37,5,17,43,38,7,23,55,29,67,92,23,94,1,75,72,9,66,34,10,40,11,72,3,70,68,56,31,35,20,-89.56997704662624,164.69980504659026
61,82,45,1949-06-10 01:18:52.006946,53,52,37,31,83,59,15,95,31,23,50,35,76,92,73,93,34,21,33,60,25,60,62,4,88,99,36,61,89,20,10,75,24,12,59,21,28,71,59,67,10,73.23815804647674,-172.68273699401408
38,55,69,2068-02-03 16:53:42.007939,46,84,31,33,22,49,70,17,61,15,60,73,42,79,82,54,79,40,31,49,34,89,50,90,95,17,56,54,9,72,5,6,38,20,14,30,94,83,69,65,33,2.5471127727132057,32.621221861937016
15,93,8,1951-12-21 15:37:35.006271,46,5,46,46,18,79,21,91,85,59,97,63,72,95,9,20,39,99,6,98,50,6,15,53,72,81,94,55,16,100,70,28,28,30,47,60,90,25,5,0,80,25.486364442505177,-173.47770015029965
88,26,45,2069-07-09 17:42:22.002092,48,37,23,11,41,56,69,86,37,3,4,92,9,25,90,5,8,23,75,12,19,10,62,73,9,43,35,58,72,60,56,36,73,62,50,18,73,99,16,35,39,-48.31710210684463,52.91516650494631
84,32,41,1932-08-04 03:58:43.002671,35,66,19,59,45,89,64,66,50,45,60,70,81,0,62,2,63,94,42,70,72,49,4,26,4,22,41,39,90,97,93,13,59,28,88,42,94,88,71,67,88,39.38253969469983,-74.12410595383733
6,72,50,1937-08-27 00:23:27.007276,11,57,39,26,82,57,53,26,64,71,62,76,37,85,40,18,59,39,69,21,68,66,6,10,59,2,5,83,0,25,30,57,33,50,81,86,9,84,28,39,6,-52.635610022873195,160.2625353707988
51,35,18,1982-01-11 19:23:23.008938,89,25,77,65,21,92,0,77,96,32,31,68,19,89,17,88,31,28,9,45,13,45,90,16,71,84,64,60,99,22,23,63,65,9,66,91,51,96,19,33,62,84.47588472856259,-126.03018104334743
35,79,15,2030-03-18 05:12:11.000419,86,8,89,50,80,49,71,28,60,11,0,34,65,92,99,83,69,84,25,14,4,15,89,21,23,87,70,71,48,62,46,67,95,23,30,32,39,50,67,64,17,5.644159030004147,-127.46045044063317
24,90,17,1921-04-20 09:04:29.000502,89,36,96,99,48,53,56,15,91,29,48,68,87,85,41,54,60,2,25,8,93,66,11,52,24,40,68,12,28,2,74,9,60,92,21,5,50,76,14,51,74,-0.7003360813290413,80.08579470988155
77,14,66,1978-05-11 12:18:48.004824,50,52,74,13,80,98,12,73,14,37,79,85,24,47,3,94,78,94,93,83,66,43,63,8,74,87,37,10,74,54,37,27,85,38,87,89,46,89,77,17,70,-22.680323785584022,133.85143589837577
38,92,46,2100-12-08 23:39:03.008862,30,42,38,13,15,91,72,52,81,68,12,70,61,81,57,16,52,21,32,79,46,67,96,97,23,93,48,87,50,62,99,86,50,25,64,48,61,27,30,5,57,49.513320971727694,5.308929603963719
33,77,13,2048-01-21 14:10:40.006100,51,41,2,21,26,54,15,68,71,63,43,21,50,70,95,4,91,71,13,100,9,86,47,49,8,68,29,20,55,67,45,34,50,6,78,90,58,13,54,10,11,6.110729322782973,-51.4484758868652
81,40,28,1910-12-24 06:10:05.004291,76,85,43,95,55,79,63,86,72,38,42,90,19,86,60,43,79,17,97,20,74,96,35,38,84,20,40,78,15,38,23,67,87,34,99,92,1,52,97,41,57,76.92075119697321,168.75033648854162
85,44,26,2086-06-05 01:56:45.002639,75,63,79,66,75,57,6,13,3,15,70,66,79,66,77,23,43,76,97,35,92,25,4,61,86,98,67,93,33,23,88,48,97,82,42,44,19,59,93,60,13,-70.492104815745,21.87844096707485
71,4,30,2029-02-28 06:34:51.007241,30,90,60,61,86,56,38,96,54,18,99,47,48,25,11,89,42,75,25,8,56,58,30,52,11,83,17,13,44,80,82,4,41,72,96,73,89,53,42,31,55,18.577490278232546,103.78619386737216
31,20,60,1955-01-08 23:14:14.005732,47,39,38,59,13,78,75,83,95,69,28,46,60,3,62,94,69,69,19,88,34,1,28,6,93,52,27,81,38,79,99,28,93,88,43,78,38,83,73,10,0,26.277852293299816,-141.1977862547442
57,50,92,1987-02-28 11:52:21.005848,21,60,9,30,10,66,18,20,17,48,30,100,63,10,31,76,39,56,51,5,22,5,70,55,67,25,63,28,20,81,90,44,81,45,18,35,96,38,18,97,67,-68.51289699063229,-75.87638983198633
43,98,7,2010-05-09 16:54:42.006929,26,29,86,89,21,60,64,58,69,34,14,72,0,39,99,22,49,75,11,54,16,64,90,26,38,47,20,1,60,89,7,48,0,38,2,61,61,72,63,19,39,-7.97225496538266,82.87498105084023
24,66,48,2032-07-17 01:38:06.002799,58,6,92,98,11,48,89,55,66,84,21,56,84,70,42,46,49,59,71,34,18,76,37,55,50,78,89,46,53,4,26,73,93,13,11,48,11,36,66,100,30,71.08291789059345,-151.0182255424125
89,18,3,2078-02-23 01:56:53.009177,32,84,27,88,98,76,66,43,18,55,48,21,92,94,57,59,91,4,37,95,39,36,34,97,71,2,81,37,15,29,5,61,84,15,75,19,37,48,33,80,12,-23.095991532310165,70.57507615971721
78,72,80,1935-02-26 09:25:43.001980,82,2,84,90,17,77,37,11,27,73,93,80,93,49,14,35,35,77,20,79,41,68,77,62,93,48,39,55,14,0,40,27,50,90,81,70,92,35,27,20,36,-81.47273136045342,103.66932185690109
35,89,49,2084-12-14 07:30:24.009763,39,59,81,80,73,52,44,79,80,38,45,17,3,19,28,76,3,60,32,11,88,35,59,91,18,69,90,95,25,87,74,3,29,69,96,100,48,2,58,90,58,30.718102474132763,-8.710714097168506
51,29,67,2029-04-24 12:21:40.007167,31,87,38,44,98,99,70,44,93,67,64,16,59,92,100,96,99,59,32,37,27,48,4,25,25,19,94,61,76,14,65,62,90,72,89,10,75,89,73,87,2,-13.314734760081194,-171.34478035671123
45,22,44,1963-09-02 00:27:55.006339,94,76,2,5,96,43,30,11,61,80,66,29,51,25,60,74,79,69,53,5,2,45,77,76,85,30,57,84,58,59,69,77,100,58,23,27,41,55,13,24,36,-14.331368070611873,-159.17731815298694
39,31,5,1936-04-04 18:40:51.009791,45,21,75,87,36,7,16,70,36,23,32,85,21,6,38,10,35,0,38,60,74,77,34,19,0,94,0,45,74,35,80,22,64,34,11,11,84,38,49,86,46,82.47659655692513,-123.51327690993199
88,68,80,2076-04-28 16:42:11.005647,65,66,77,77,86,24,54,16,7,55,84,43,3,9,97,62,64,33,50,36,23,57,47,72,96,91,98,6,21,56,51,15,97,1,12,21,49,2,63,56,86,24.422583719444248,-40.63634267384424
41,45,27,1990-12-22 06:33:42.001140,29,64,10,18,4,3,55,20,29,37,95,50,43,50,79,25,27,98,42,8,38,77,95,62,29,66,35,97,73,32,13,76,76,21,70,77,7,20,76,86,66,74.51576450388131,-133.71737597681096
21,70,5,2071-09-20 13:50:06.006230,42,2,24,4,77,77,20,64,33,63,76,14,59,57,36,50,14,83,41,37,98,38,34,37,57,27,51,9,55,37,97,38,51,28,83,4,18,49,51,47,28,6.614401379985196,10.137509353649648
5,97,9,2091-04-05 17:47:48.004702,2,53,21,79,57,58,29,86,83,84,12,7,98,99,38,25,91,41,59,71,87,48,48,62,95,64,22,72,67,33,83,61,99,47,45,99,77,81,100,55,72,43.49406753281286,-33.25069079757694
30,23,7,2047-04-22 09:18:38.007642,11,44,88,72,5,90,67,29,24,59,77,44,20,30,90,9,35,90,10,60,26,70,0,58,85,4,78,33,60,37,93,14,88,79,85,88,38,89,69,56,16,-74.81771018107383,165.19217176941623
92,74,5,2007-05-02 13:10:15.002595,21,82,99,83,67,79,71,39,77,11,16,14,31,65,25,88,61,21,62,26,94,67,42,76,4,21,90,63,66,84,56,31,39,48,36,90,6,4,30,27,0,47.896661084120126,-68.5549866403106
87,20,22,2013-04-09 10:49:40.000645,57,34,47,89,87,41,80,26,69,86,35,80,67,4,18,30,42,73,79,61,85,69,34,97,50,61,33,1,23,55,100,99,33,54,73,13,25,84,24,83,60,26.733261118225215,-154.53991738577153
84,37,57,1904-11-23 06:29:46.005551,86,10,40,52,20,73,64,76,72,70,85,73,37,9,3,11,59,82,69,80,29,26,93,94,26,44,47,7,51,70,46,83,29,21,86,99,41,35,53,20,83,41.82930278322547,-8.363639499381605
86,93,93,1964-01-26 23:26:39.001194,28,60,91,3,63,77,77,64,12,47,80,67,9,98,24,8,90,54,94,23,41,100,74,72,1,47,7,7,51,6,96,61,11,99,32,14,48,6,40,19,6,-16.805527755063594,-66.40393307473104
61,61,99,2097-07-06 13:46:38.007647,68,59,35,30,65,58,17,7,69,96,24,1,89,39,35,25,70,7,52,14,29,17,58,49,10,36,99,50,9,98,89,49,62,88,66,85,9,16,17,49,70,-1.0889448961088704,-35.48157599797398
22,89,92,2015-04-15 06:57:20.006981,43,16,0,63,31,25,71,42,19,89,4,28,9,5,7,17,19,9,19,3,84,79,62,20,47,84,54,36,61,16,0,19,60,7,22,67,99,81,63,63,71,8.747186638935958,-49.64672325424712
52,97,77,1911-03-10 07:34:38.009804,99,25,86,92,4,12,30,81,42,78,63,73,16,91,44,8,13,79,87,78,78,39,48,30,24,77,71,84,20,59,34,69,8,92,80,9,76,93,84,3,78,-57.772739485825454,-129.63407151714216
90,0,5,2021-10-24 11:27:02.000165,64,36,85,9,12,20,54,62,26,39,81,30,56,25,48,21,78,5,12,88,73,59,25,46,28,54,41,93,41,98,12,33,23,25,71,91,22,33,54,49,51,-41.79013387593529,128.65979162076167
34,9,56,1900-07-03 22:30:19.007920,37,6,60,29,58,23,79,87,29,20,97,59,50,26,94,72,85,55,68,17,7,77,99,9,45,34,4,77,32,19,97,38,57,91,40,12,81,70,13,14,83,52.95553651674027,31.01607443982263
29,97,12,1961-12-09 05:02:09.007807,27,78,35,61,13,50,49,83,88,39,7,78,60,92,33,26,55,86,12,52,40,84,78,49,44,50,62,31,12,2,41,88,85,51,21,37,35,49,17,2,86,-80.56745319110429,106.11217736670903
33,89,94,1968-07-11 06:12:39.005780,94,68,27,68,8,84,71,40,55,59,85,63,15,90,9,78,19,58,59,74,26,82,10,2,41,63,96,39,44,34,15,88,12,97,17,47,14,4,53,10,14,-68.31425371239915,-43.70719071004615
41,67,32,2012-10-17 11:55:00.007027,80,14,50,24,7,43,20,85,55,79,55,92,5,10,30,88,26,54,25,64,52,23,63,29,31,16,67,78,85,28,81,77,32,80,44,74,3,48,85,63,59,51.933834472051814,-108.94268434400234
46,69,84,2005-06-12 23:38:24.006045,54,12,6,4,25,92,84,95,4,18,19,92,87,17,44,89,97,69,36,85,80,34,97,23,11,29,79,51,52,49,81,86,86,13,3,19,52,21,0,99,53,24.338064397212378,-119.77007100867681
88,1,65,1987-05-14 23:19:33.006120,48,90,57,44,91,95,70,51,65,54,36,31,35,35,34,41,85,16,23,41,21,95,89,21,52,13,28,83,45,13,70,98,1,91,15,83,41,22,94,13,41,89.15218433297406,-146.61920403355603
97,53,47,2006-04-08 16:11:12.009788,37,85,59,32,62,12,26,13,27,4,85,72,16,27,23,88,99,74,64,96,92,23,84,68,34,51,30,28,4,48,98,96,7,64,71,61,94,4,49,18,12,-20.39804369966609,-12.219853753153245
5,53,46,1987-02-23 09:35:12.008157,87,79,63,20,49,51,21,90,90,43,99,45,53,50,6,49,64,44,52,51,88,68,56,63,14,7,94,36,68,64,8,26,45,70,55,79,21,43,19,37,5,-8.785376253973993,23.794838679238097
37,17,35,2062-06-09 07:42:03.002825,40,93,36,82,31,1,95,15,37,48,95,12,82,41,66,17,71,18,62,33,8,76,100,68,96,32,87,52,1,94,66,92,68,24,39,27,46,49,3,84,15,-7.121580707920359,-95.97067984695795
96,47,70,2002-12-21 18:18:50.004694,86,27,8,65,22,61,27,84,59,33,57,31,75,41,58,7,40,99,60,12,23,86,76,49,91,20,28,78,56,70,35,68,56,40,62,69,21,84,62,87,47,12.12492533506746,3.4598874318706407
41,5,56,1959-07-24 01:37:18.007258,41,19,49,11,96,64,27,25,22,99,100,1,15,1,22,59,54,18,95,46,56,82,49,100,15,65,96,34,86,71,9,69,90,22,78,55,21,72,9,51,65,36.805117283801295,100.33891948934439
8,41,84,1923-02-21 09:16:37.009918,25,86,82,65,98,90,71,98,54,23,69,79,58,19,74,58,56,24,28,83,50,39,100,51,69,60,86,61,32,21,4,66,67,14,66,45,89,13,44,85,40,43.112220574361544,138.60376859573523
74,43,49,2036-04-27 05:51:49.001785,72,43,64,60,28,74,39,59,76,34,23,74,17,18,27,35,6,99,82,62,8,52,30,19,60,79,32,21,79,69,97,27,52,10,96,51,6,87,76,26,7,35.12140008098767,-101.00329411543719
23,17,89,2081-10-22 20:48:25.006317,64,1,68,50,9,57,75,14,32,86,30,51,49,11,49,9,48,23,50,45,62,51,10,8,46,62,70,22,81,83,86,6,59,67,65,33,85,79,54,67,80,37.7988529074604,-163.5182222086372
52,25,41,2020-11-24 03:44:02.007006,29,37,87,64,14,100,2,44,33,99,25,75,80,77,20,81,94,56,17,44,2,52,12,43,35,28,47,1,34,80,59,66,5,91,57,4,99,66,27,60,84,-59.34977521605587,17.92154021338041
59,52,11,2004-03-03 04:29:51.007240,95,7,3,44,45,87,86,59,62,37,60,23,87,18,44,30,33,93,97,91,73,41,69,20,48,17,34,77,22,77,36,39,79,41,79,29,78,50,56,8,90,-14.629731784613654,2.576267424295196
70,0,65,1914-01-23 15:31:32.006991,36,16,96,64,3,37,4,41,8,54,46,58,46,82,2,11,18,3,54,31,46,30,2,65,24,85,40,12,63,41,39,12,56,33,40,38,56,0,3,47,30,-57.75774943163199,-141.40293660379416
64,55,85,2014-11-02 16:16:20.007869,51,57,30,19,60,65,73,91,91,40,100,87,70,80,20,49,8,47,54,35,21,25,14,22,4,100,52,22,97,2,24,44,35,17,60,9,78,62,57,10,8,25.319058051971098,-10.654461387769516
17,47,99,1972-11-24 07:05:51.009773,26,88,3,72,18,89,26,47,52,58,44,16,70,55,93,11,88,33,5,74,47,1,88,87,83,94,41,97,96,84,9,81,16,77,9,44,56,52,67,4,32,-73.65740567829721,26.00899188597259
65,26,39,2018-11-26 01:58:24.005566,81,35,59,25,86,47,32,100,73,65,79,93,95,90,29,71,41,84,11,63,40,82,88,14,19,38,78,0,90,68,86,25,81,14,10,29,36,36,20,44,35,45.06964363069363,-85.2654452259443
9,5,38,2060-07-25 04:20:03.006070,2,73,31,22,16,43,29,67,99,89,72,3,50,47,77,15,50,20,55,26,53,84,61,8,100,44,35,2,8,54,0,92,87,13,47,60,41,25,69,56,44,-26.968109306150488,12.04237266775948
96,97,31,1905-06-18 07:57:16.008148,54,95,98,77,97,56,88,1,81,97,66,3,31,62,19,89,96,37,14,49,8,53,68,39,48,62,73,14,88,43,84,4,1,47,56,0,98,41,40,26,89,66.4944147683434,-61.36924268059039
14,97,95,2060-02-15 21:29:48.004285,95,39,18,57,32,91,100,19,64,26,80,69,63,49,95,32,35,41,61,47,74,92,64,89,8,65,62,29,10,24,3,100,85,98,6,46,26,31,4,57,39,88.49331874637147,-164.4556249222448
83,67,54,1941-12-10 16:19:06.001590,82,46,97,100,74,96,31,70,40,57,31,90,43,42,65,12,65,64,65,2,4,100,69,63,11,63,72,4,42,95,90,67,5,66,70,59,67,84,89,40,76,-27.785016343396485,2.092672221430007
26,25,10,1938-03-04 03:07:17.001209,75,86,28,90,55,13,7,39,45,4,7,9,14,85,87,57,21,7,68,78,14,88,18,68,57,38,69,22,89,33,88,61,86,19,35,27,39,18,77,53,79,-26.002369171584462,-5.255532720660369
98,38,28,1932-10-01 07:12:52.007518,62,25,31,14,12,66,4,34,15,3,14,27,36,65,83,23,42,51,70,80,63,91,0,14,61,26,55,96,99,53,70,95,26,70,54,53,41,31,73,47,59,-2.1933708563444725,-14.150382605640374
64,19,1,2029-03-11 13:48:07.007772,99,32,10,19,3,98,46,2,24,2,96,69,88,88,2,33,37,90,2,38,39,85,77,35,65,95,6,91,72,53,31,57,58,13,7,9,22,76,97,52,51,-41.833269516319255,38.96440833768909
17,76,8,2049-07-23 12:10:09.005297,97,30,50,7,45,69,78,89,32,66,40,86,94,24,62,79,67,47,90,78,36,37,37,25,40,41,78,2,32,60,100,0,85,69,85,26,90,86,47,57,20,64.03634876350071,-84.29804038853402
27,88,52,1942-12-02 04:16:41.001377,7,46,2,85,13,80,30,89,65,52,61,52,51,16,89,14,12,88,100,84,57,80,56,67,12,61,7,13,62,45,10,11,73,58,27,76,17,84,100,100,0,57.29235947366354,-150.83033711682125
46,61,25,1997-01-24 12:51:40.002762,100,46,29,75,6,98,2,11,43,56,87,100,26,98,79,61,11,67,81,91,77,69,46,68,95,52,97,35,88,61,39,64,25,7,55,94,21,63,35,91,93,9.397004757221822,-129.24546754577264
64,48,59,2015-05-13 14:12:32.008759,11,17,48,65,97,73,12,55,41,5,71,8,83,81,10,84,19,79,57,84,88,42,71,49,67,39,75,40,44,28,78,70,25,75,70,28,59,42,50,16,50,-76.40028008740312,45.87520668808773
33,19,23,2058-04-26 10:33:43.007316,85,1,35,38,56,20,77,99,68,60,29,1,20,36,38,47,26,31,28,45,42,7,48,98,15,67,8,97,26,5,0,75,1,61,62,86,11,51,40,65,43,-82.87124725330187,-119.99377727701928
1,25,69,2015-11-16 12:42:50.007057,42,16,52,14,13,75,10,59,61,17,58,68,46,4,51,86,30,13,18,57,9,8,28,26,43,38,62,66,62,60,32,38,81,20,34,74,94,11,6,82,80,62.142244776252625,45.00877611788701
58,75,75,2047-06-12 05:02:49.009690,58,90,30,72,19,4,54,75,13,6,75,65,52,35,76,85,69,3,23,31,73,87,81,80,68,96,34,42,94,66,66,92,17,26,81,32,72,13,58,4,28,50.613476554818845,37.400711953374895
37,48,66,1945-09-04 08:11:14.006121,81,85,74,2,51,60,40,65,97,66,87,12,35,65,52,25,91,55,0,81,28,23,69,40,71,36,5,71,71,30,63,13,99,55,20,0,89,73,85,34,51,-55.55472918052885,-38.783962420059765
91,49,28,1964-03-14 14:42:01.001956,73,44,97,39,39,90,8,55,8,88,60,30,17,25,32,39,48,92,87,16,37,81,29,100,77,14,41,85,47,15,65,91,53,57,22,25,83,37,46,9,92,23.513326830879706,-75.37614667253308
90,37,90,1990-11-28 18:49:23.000793,92,17,13,98,35,82,14,68,7,46,41,25,74,8,3,52,65,72,37,47,19,85,100,56,80,11,1,74,70,2,30,37,15,53,63,66,68,11,20,78,27,85.94889648629263,-122.69817597738262
4,15,46,1996-11-23 23:00:17.005632,10,13,19,99,40,37,56,30,51,33,36,53,15,99,48,17,77,30,5,72,50,0,77,0,68,76,63,55,57,90,43,31,59,42,88,51,43,85,66,97,47,-9.787212147905777,156.59424530468408
57,89,64,1937-04-22 15:38:09.007748,83,82,87,48,13,14,72,9,3,10,13,10,47,73,64,81,71,23,79,77,77,51,54,90,42,94,34,61,55,91,14,93,33,55,53,86,98,12,74,65,24,11.239410073637458,2.9450256252532654
98,49,69,1939-11-16 15:02:06.000189,95,96,58,11,87,81,42,14,7,11,92,89,8,32,4,93,13,85,48,18,12,91,10,55,77,68,41,66,86,97,19,9,52,23,92,9,26,35,95,12,32,44.18502789299359,-150.96746218636167
90,16,52,2024-01-04 23:27:17.006955,20,24,58,62,86,70,7,50,79,7,22,99,32,37,74,38,10,62,71,18,21,33,68,63,77,100,8,65,55,70,65,46,71,15,70,93,60,24,61,46,55,-56.05791750144917,-63.84678050322425
18,66,95,1911-03-12 19:31:59.001397,3,82,15,6,61,7,45,36,48,0,7,88,40,96,29,34,57,16,43,89,49,58,81,54,68,93,46,94,60,37,22,7,75,23,5,85,82,95,17,36,93,-64.16566616586513,171.85128788517062
37,54,7,1942-07-27 04:02:11.008001,7,35,87,20,56,37,34,77,9,1,77,33,90,62,31,29,95,88,78,3,77,3,40,86,88,49,35,4,70,65,86,26,97,20,78,45,44,3,31,22,45,42.477855831149185,146.70664414682324
38,62,6,1945-11-04 09:19:36.001394,96,63,56,20,31,71,88,65,12,76,11,83,7,7,74,72,67,12,15,52,95,95,29,98,15,34,95,24,49,35,51,17,67,31,52,49,72,90,96,69,94,-27.501543272612288,-134.5604886359245
38,81,50,2092-05-03 01:39:35.001809,23,25,93,79,80,21,24,60,10,62,28,80,44,74,0,14,19,38,89,55,60,27,79,86,92,66,70,85,87,3,42,71,86,30,86,42,96,26,17,53,83,-16.156391409393407,-125.19788389791063
82,77,66,2093-06-17 00:24:18.009423,28,20,90,12,32,27,54,2,62,59,29,25,87,59,96,58,47,100,98,50,71,66,37,14,26,49,7,73,67,65,85,70,48,11,63,38,93,78,17,65,31,-57.713953961387254,-76.40109114573907
96,39,49,2023-07-04 08:33:36.000978,96,91,53,61,46,35,89,67,77,84,16,70,86,69,82,7,87,6,21,28,26,16,59,17,94,14,41,17,84,77,16,86,0,61,98,86,78,99,99,56,100,-9.043326907211508,112.25522612358571
74,54,26,2001-05-18 17:31:51.000521,56,7,17,50,5,98,100,92,84,50,72,23,14,88,0,64,91,70,33,67,15,72,1,100,10,58,78,42,88,11,17,65,54,65,42,56,25,1,52,84,17,-53.55056085893571,-89.95698298796862
59,92,38,2011-07-26 01:48:49.007368,86,86,92,67,28,22,15,68,89,97,9,61,98,36,5,68,48,21,55,9,58,24,33,12,76,15,3,51,25,62,59,33,11,70,29,21,89,78,49,22,2,-62.953389079064195,-129.09850770755978
70,44,36,2090-01-04 19:06:35.008358,26,23,2,100,29,66,84,29,9,1,11,25,46,30,78,69,7,2,16,89,61,49,71,45,63,26,59,58,66,51,12,93,16,51,35,92,93,87,99,91,69,55.893605682382315,-62.60017972808876
44,67,42,2077-10-19 08:05:17.006233,32,92,85,83,11,32,42,19,28,14,68,88,62,69,85,4,53,20,10,73,60,62,82,17,56,24,77,10,29,9,63,60,25,66,4,41,22,83,7,39,4,-74.84085571969926,49.07764912906222
31,83,28,1901-10-19 14:38:12.009091,82,69,94,84,94,95,98,72,46,88,45,15,32,5,85,59,13,9,75,10,15,87,30,77,8,34,0,13,76,52,76,21,81,55,92,17,37,30,11,46,83,83.06912814983932,-72.72662845769686
83,14,88,1927-03-10 15:49:39.002234,96,8,31,69,65,99,48,80,65,76,88,47,61,77,53,18,28,87,87,41,49,100,5,45,3,60,52,89,14,60,42,24,39,86,93,71,76,93,21,32,41,28.22071264061428,-173.89450025391181
55,1,15,2097-04-28 20:57:28.000439,38,13,26,21,83,98,78,33,82,77,58,55,33,22,27,97,11,50,69,50,28,61,58,79,2,34,2,71,55,38,16,0,12,74,27,58,65,42,77,5,93,70.7458013657311,-142.45607696576616
47,13,75,2093-09-04 06:31:04.001920,3,76,72,90,5,65,16,67,63,87,46,79,75,54,55,54,17,4,21,0,21,65,33,89,49,27,83,84,3,99,100,11,30,11,75,97,75,96,71,93,15,47.31487218857174,-155.45799132886336
40,63,42,2041-12-28 07:09:43.000237,50,90,3,77,42,8,75,23,38,23,83,20,1,97,50,3,11,55,53,94,69,100,44,12,44,75,85,23,6,54,54,82,91,51,92,21,8,58,50,98,5,-35.78671615940191,-143.09859781983272
37,38,49,1920-09-10 23:32:57.005543,46,28,49,4,49,36,32,63,41,36,95,75,4,60,22,42,36,26,59,54,83,46,12,18,28,53,31,91,88,86,36,78,33,15,87,16,32,65,90,60,56,-33.66070291156912,-49.79665038014011
98,15,14,2012-08-07 13:22:08.000372,10,65,34,25,14,54,1,60,91,2,40,12,25,34,3,71,1,12,68,48,42,25,3,60,66,69,83,65,67,92,51,63,46,15,62,13,57,73,72,18,66,76.64732866295645,70.04845380256955
50,32,36,2069-10-24 17:56:58.008201,41,80,73,0,24,13,33,67,50,40,20,14,44,75,85,5,29,3,8,80,35,42,2,42,6,16,69,64,97,31,73,50,0,5,6,92,54,85,79,74,17,-64.14532111654232,-151.97001081249113
89,49,91,1902-10-14 16:46:23.000546,14,64,60,31,11,78,99,25,95,90,17,61,7,85,6,71,0,56,35,67,83,73,100,86,94,43,64,80,54,52,4,4,59,21,50,30,82,96,60,58,95,31.632561603366582,64.1857261524946
33,10,46,2094-09-06 19:04:58.006247,76,71,83,65,14,68,97,71,54,23,78,7,11,75,0,81,76,23,69,24,97,87,96,12,41,72,10,7,86,67,28,32,77,80,41,33,28,38,45,69,63,89.7934728324453,51.359820682819645
17,23,51,2076-10-14 13:25:40.003555,97,66,28,72,10,15,84,53,63,8,0,98,86,49,70,29,55,88,53,10,38,61,24,75,48,47,33,1,85,52,4,54,75,89,26,67,95,48,82,85,15,-1.14904435766843,-175.92472036791239
68,65,18,1990-07-26 09:03:45.008388,42,64,47,69,60,29,54,6,23,74,70,10,51,73,27,95,50,28,89,92,77,42,66,81,33,96,21,55,83,100,87,65,51,83,49,33,18,3,40,54,95,67.52949126742052,103.00388294753856
47,40,82,1914-04-06 18:56:46.000294,93,16,25,38,99,7,5,63,31,51,13,39,94,74,99,54,73,30,11,69,78,26,92,72,1,4,60,97,1,29,52,41,28,44,21,64,56,78,24,64,1,87.51107564441077,138.26292134742454
94,88,48,2006-10-08 11:38:15.003867,75,79,11,58,58,18,20,44,95,36,97,17,11,71,4,88,66,48,33,86,74,48,17,62,44,9,56,80,28,42,24,30,99,81,68,93,94,97,45,17,88,86.40743869948949,84.4153260886518
1,68,70,2078-06-15 01:22:59.002405,93,5,61,89,52,42,53,100,74,21,58,87,60,45,19,8,79,100,22,32,40,36,47,22,19,99,25,65,51,44,84,27,55,61,9,77,61,52,100,62,42,-30.999084326562937,52.520066425802355
82,87,32,1957-09-19 03:27:41.003868,15,61,74,5,41,57,14,17,34,22,52,3,44,91,55,67,27,89,87,50,19,65,23,86,27,61,54,58,18,6,25,3,61,30,9,74,75,51,51,6,9,73.7247336363474,-157.30863491181574
6,56,7,2096-08-23 22:45:34.007496,27,49,81,98,41,45,100,81,76,87,22,56,1,77,31,15,2,20,74,56,68,4,5,86,90,29,75,7,100,74,32,95,52,98,37,11,14,80,48,99,19,28.20084765619285,-105.71330953837408
44,85,79,1960-03-06 09:15:25.000191,5,70,85,64,95,55,7,82,36,42,67,14,90,9,56,89,32,49,6,31,61,63,77,93,8,53,10,46,51,65,0,84,57,57,54,12,67,86,2,18,70,1.5308268712098396,74.59123959773626
16,84,16,2044-08-16 06:52:55.002787,69,10,38,40,74,21,64,80,7,26,68,59,91,18,49,74,12,82,10,72,6,85,27,73,83,15,67,62,96,76,92,82,71,79,57,1,34,87,9,37,71,-73.02682691167486,4.219510208611155
48,10,6,2051-10-08 04:53:57.001026,25,70,29,64,59,46,45,7,19,9,9,57,25,18,73,73,57,36,77,11,28,17,71,9,13,4,83,54,15,48,29,42,97,63,44,46,24,98,42,24,38,-5.427937406492916,157.41501656149023
48,84,17,1994-11-12 17:02:32.005147,73,51,29,67,99,89,44,91,68,99,23,24,28,4,93,71,2,23,29,51,52,17,38,87,90,75,44,33,69,6,78,9,5,26,31,14,88,28,86,24,20,-19.41390163445,56.943735027706055
